SMILES,MolecularWeight,LogP,TPSA,HBD,HBA,RotatableBonds,Suitability
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,342.78,3.25,82.19,3.0,2.0,5.0,0
O=C(CCCl)NCc1ccccc1,197.66,1.93,29.1,1.0,1.0,4.0,0
CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C,273.3,1.97,78.34,0.0,7.0,3.0,0
CCOC(=O)COC1CCN(C(=O)[C@H](C)NC(=O)c2ccc(/C(N)=N/O)cc2)CC1,420.47,0.47,143.55,3.0,7.0,8.0,0
Cc1c(F)c(N)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,320.27,3.35,82.25,2.0,4.0,1.0,0
O=C(O)CC/C=C\CC[C@@H]1[C@@H](N2CCCCC2)[C@@H](O)C[C@@H]1OCc1ccc(-c2ccccc2)cc1,477.65,5.68,70.0,2.0,4.0,11.0,0
CC(C)Cc1ccc(C(C)C(=O)NO)cc1,221.3,2.49,49.33,2.0,2.0,4.0,0
CC(C)(C)NCC(O)COc1ccccc1C#N,248.33,1.69,65.28,2.0,4.0,5.0,0
COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,285.31,1.98,78.34,0.0,7.0,2.0,0
Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,262.35,2.21,57.28,3.0,3.0,6.0,0
Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,271.79,2.78,41.49,2.0,3.0,5.0,0
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,291.39,2.33,58.56,2.0,4.0,5.0,0
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,411.5,3.79,58.1,1.0,5.0,5.0,0
CN1CC(=O)NC1=N,113.12,-1.02,56.19,2.0,2.0,0.0,0
CN(C)CCc1c[nH]c2cccc(O)c12,204.27,1.98,39.26,2.0,2.0,3.0,0
COc1cc2c(cc1OC)[C@H](c1cc(OC)c(OC)c(OC)c1)[N@@+](C)(CCCOC(=O)/C=C(\Cl)C(=O)OCCC[N@+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2.[Cl-].[Cl-],993.59,7.84,144.9,0.0,14.0,23.0,0
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,356.81,3.56,62.54,1.0,4.0,3.0,0
C[C@H](NC(=O)c1ccc(C(=N)N)cc1)C(=O)N1CCC(OCC(=O)O)CC1,376.41,0.18,145.81,4.0,5.0,7.0,0
CCc1cccc2c1c(O)c(C(=O)N(CC)c1ccccc1)c(=O)n2C,350.42,3.47,62.54,1.0,4.0,4.0,0
CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC,401.45,0.96,109.58,2.0,9.0,5.0,0
OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,344.31,-5.76,200.53,9.0,11.0,8.0,0
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,343.88,4.13,18.84,0.0,4.0,0.0,0
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,228.25,2.97,60.69,3.0,3.0,2.0,0
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,309.39,3.06,18.84,0.0,3.0,0.0,0
CC(C)/N=C/Nc1ccc(-c2c[nH]cn2)cc1,228.3,2.93,53.07,2.0,2.0,4.0,0
CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,457.57,6.03,62.16,2.0,5.0,6.0,0
CNCC(=O)O,89.09,-0.71,49.33,2.0,2.0,2.0,0
O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,388.3,-4.8,221.54,8.0,8.0,6.0,0
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,325.45,3.77,43.7,2.0,3.0,5.0,0
NS(=O)(=O)c1ccc(N2CCN(CC[C@@H]3OCCc4ccccc43)CC2)cc1,401.53,2.16,75.87,1.0,5.0,5.0,0
Cc1cccc(OCC(O)CNC(C)C)c1,223.32,1.73,41.49,2.0,3.0,6.0,0
CC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O,487.51,-2.87,228.46,7.0,8.0,14.0,0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,514.59,-1.04,153.92,2.0,10.0,7.0,0
COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,452.47,4.01,123.95,3.0,7.0,7.0,0
CS(=O)(=O)NCCN1CCC(CCC(=O)c2cc(Cl)c(N)c3c2OCCO3)CC1,445.97,1.92,110.96,2.0,7.0,8.0,0
Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,535.52,5.42,38.74,0.0,6.0,6.0,0
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,238.2,-1.48,99.12,1.0,7.0,2.0,0
COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,456.58,3.21,60.47,0.0,6.0,11.0,0
CN(C(=O)CCCOc1ccc2c(c1)CN1CC(=O)NC1=N2)C1CCCCC1,384.48,2.57,74.24,1.0,5.0,6.0,0
CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1,258.32,3.4,54.37,1.0,2.0,3.0,0
N=C(N)c1cccc2c1CC/C2=N\N=C(N)N,230.27,-0.11,126.63,4.0,3.0,2.0,0
Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,227.22,-1.53,110.6,3.0,7.0,2.0,0
CC(=O)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C,407.99,3.59,66.64,1.0,3.0,9.0,0
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],284.55,6.17,0.0,0.0,0.0,15.0,0
Cc1ncc(-c2csc(N=C(N)N)n2)[nH]1,222.28,0.75,105.97,3.0,4.0,2.0,0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@H]12,288.28,-0.71,130.16,3.0,6.0,4.0,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21,300.29,2.65,64.23,1.0,4.0,3.0,0
CCN(CC)CC[n+]1ccc2c(C)c3[nH]c4ccc(O)cc4c3c(C)c2c1.[Cl-],362.5,4.43,43.14,2.0,2.0,5.0,0
CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21,247.34,2.49,32.7,1.0,3.0,2.0,0
O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1,394.34,3.78,151.13,3.0,8.0,6.0,0
CN(C)CCC1CN(C)C(=S)c2cccnc2O1,265.38,1.4,28.6,0.0,4.0,3.0,0
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,350.46,4.15,34.47,0.0,4.0,3.0,0
CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1,336.41,2.56,69.67,0.0,5.0,5.0,0
CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,499.65,6.28,66.84,1.0,4.0,11.0,0
O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,374.48,4.98,56.33,2.0,2.0,7.0,0
CCNCc1c(CSC)cnc(C)c1O,226.34,2.07,45.15,2.0,4.0,5.0,0
Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,346.47,4.99,39.26,2.0,2.0,6.0,0
Cc1ccc(Cc2c[nH]c(NCCSCc3ccc(CN(C)C)o3)nc2=O)cn1,413.55,3.06,87.05,2.0,7.0,10.0,0
O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,353.83,2.49,83.47,2.0,3.0,7.0,0
CCCNC(=O)c1ccc2c(c1)N([C@H](C)CN1CCCC1)c1ccccc1S2,395.57,4.91,35.58,1.0,4.0,6.0,0
CN1CC[C@]2(C)C[C@@H](Cc3ccc(O)cc32)C1,231.34,2.55,23.47,1.0,2.0,0.0,0
Cc1ccc(Cc2c[nH]c(NCCCCc3ncc(Br)cc3C)nc2=O)cn1,442.36,3.96,83.56,2.0,5.0,8.0,0
c1ccc2[nH]cnc2c1,118.14,1.56,28.68,1.0,1.0,0.0,0
O=C(O)Cc1cccc2c(=O)cc(-c3ccccc3)oc12,280.28,3.09,67.51,1.0,3.0,3.0,0
Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,282.3,3.19,67.51,1.0,3.0,2.0,0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,337.38,1.64,99.6,2.0,6.0,2.0,0
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,322.48,4.63,6.48,0.0,3.0,2.0,0
COC(=O)Nc1nc2ccccc2[nH]1,191.19,1.74,67.01,2.0,3.0,1.0,0
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,518.57,1.6,106.36,1.0,10.0,3.0,0
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,327.42,2.81,49.77,1.0,4.0,8.0,0
CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,326.44,3.52,54.37,1.0,3.0,6.0,0
O=C1NCCCC1N1C(=O)c2ccccc2S1(=O)=O,280.3,0.11,83.55,1.0,4.0,1.0,0
C[n+]1cccc(C(N)=O)c1,137.16,-0.39,46.97,1.0,1.0,1.0,0
CCCCCCCCCCCCCCCC[n+]1ccccc1,304.54,6.46,3.88,0.0,0.0,15.0,0
Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,429.97,4.66,62.3,1.0,6.0,8.0,0
Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,329.41,4.76,73.63,2.0,5.0,4.0,0
COc1ccccc1N1CCN(CCc2oc(=O)[nH]c2-c2ccc(F)cc2)CC1,397.45,3.15,61.71,1.0,5.0,6.0,0
CN1CCN=C1c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(N(C)CC(=O)O)c2F)c1,526.5,3.15,157.59,4.0,9.0,9.0,0
O=c1[nH]c(-c2ccc(F)cc2)c(CCN2CCN(c3cc(Cl)cc(Cl)c3)CC2)o1,436.31,4.45,52.48,1.0,4.0,5.0,0
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,244.38,3.15,24.39,1.0,2.0,2.0,0
CS(=O)(=O)NN(CCCl)S(C)(=O)=O,250.73,-1.05,83.55,1.0,4.0,5.0,0
CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,552.55,6.37,52.65,1.0,3.0,9.0,0
CC1(C)S[C@@H]2[C@H](Br)C(=O)N2[C@H]1C(=O)O,280.14,0.9,57.61,1.0,3.0,1.0,0
CC[C@]1(c2ccccc2)OC[C@H]([C@@H]2CCCCN2)O1,261.36,2.81,30.49,1.0,3.0,3.0,0
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2,411.47,3.42,100.55,1.0,6.0,4.0,0
O=C1NCCN1CCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccccc32)CC1,408.52,3.05,38.82,1.0,3.0,5.0,0
O=C(O)c1cc(O)c2ccc(Cl)cc2n1,223.62,2.29,70.42,2.0,3.0,1.0,0
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,440.46,4.03,118.81,2.0,7.0,7.0,0
CCC(=O)c1ccc(O)cc1,150.18,1.98,37.3,1.0,2.0,2.0,0
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,340.47,2.93,51.37,2.0,2.0,3.0,0
CCCCCNCC(N)=O,144.22,0.25,55.12,2.0,2.0,6.0,0
CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,341.84,4.41,37.61,0.0,3.0,5.0,0
CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1,398.37,2.75,81.42,1.0,6.0,1.0,0
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,376.54,5.31,32.34,1.0,3.0,6.0,0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,251.25,-0.95,119.31,3.0,8.0,2.0,0
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,288.31,1.11,88.32,1.0,6.0,3.0,0
CC(/C=C/[C@@H]1C[C@]1(C)c1ccc2c(c1)C(C)(C)CCC2(C)C)=C\C(=O)O,352.52,5.9,37.3,1.0,1.0,4.0,0
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,310.44,5.73,29.46,1.0,2.0,4.0,0
C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,284.35,2.19,57.15,1.0,5.0,0.0,0
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,499.68,1.16,127.92,4.0,6.0,10.0,0
CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,423.52,2.26,108.83,2.0,7.0,5.0,0
CSc1ccc(C(=O)c2cc(CC(=O)O)cc3ccoc23)cc1,326.37,4.01,67.51,1.0,4.0,5.0,0
Oc1cccc(O)c1O,126.11,0.8,60.69,3.0,3.0,0.0,0
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,373.47,3.83,41.93,1.0,4.0,7.0,0
O=C(Nc1ccc(Cl)c(Cl)c1)NS(=O)(=O)c1ccc2c(c1)CCO2,387.24,3.44,84.5,2.0,4.0,3.0,0
Cn1c(/C=C/CO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O,288.3,0.1,82.54,2.0,6.0,4.0,0
Cc1cccc(C(C)c2c[nH]cn2)c1C,200.28,3.18,28.68,1.0,1.0,2.0,0
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,344.32,2.9,98.36,2.0,7.0,4.0,0
NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,385.85,2.27,122.12,3.0,4.0,4.0,0
CCCCCCCCCCCCN1CCCCCC1=O,281.48,5.31,20.31,0.0,1.0,11.0,0
CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,434.47,2.25,138.87,3.0,6.0,7.0,0
O=C(O)Cc1ccc2c(c1)SCc1ccccc1C2=O,284.34,3.15,54.37,1.0,3.0,2.0,0
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,293.41,3.77,58.56,2.0,3.0,10.0,0
CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,360.41,2.36,85.81,1.0,7.0,5.0,0
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,339.39,-0.24,103.29,4.0,6.0,8.0,0
CCNCCCCNCCCCNCCCCNCC,286.51,1.73,48.12,4.0,4.0,17.0,0
O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O,268.27,2.44,63.6,1.0,3.0,2.0,0
COc1ccc(CC/N=C2/CCCN2C)cc1OC,262.35,2.37,34.06,0.0,3.0,5.0,0
Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,356.51,3.62,64.52,4.0,4.0,13.0,0
CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,307.39,2.57,64.63,1.0,5.0,7.0,0
CCNCC[C@H](O)CNCCCCNC[C@@H](O)CCNCC,318.51,-0.33,88.58,6.0,6.0,17.0,0
OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,163.17,-2.97,92.95,5.0,5.0,1.0,0
N=C(N)NCC1COc2ccccc2O1,207.23,0.31,80.36,3.0,3.0,2.0,0
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,393.36,1.99,124.56,1.0,8.0,2.0,0
C#C[C@H](CC(=O)OCC)NC(=O)CCC(=O)Nc1ccc(C(=N)N)cc1,358.4,0.76,134.37,4.0,5.0,9.0,0
O[C@H]1[C@H](O)[C@@H](O)CN2CC[C@H](O)[C@H]12,189.21,-2.48,84.16,4.0,5.0,0.0,0
CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1,417.63,7.05,58.56,2.0,3.0,18.0,0
CCCc1nc(C)n2[nH]c(=O)nc2c1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,426.48,3.12,117.51,2.0,7.0,6.0,0
CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,223.32,0.19,66.4,4.0,4.0,4.0,0
O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,425.89,3.21,101.93,2.0,6.0,6.0,0
CN1C[C@H](CC#N)C[C@@H]2c3cccc4[nH]c(Cl)c(c34)C[C@H]21,299.81,3.69,42.82,1.0,2.0,1.0,0
O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,313.4,1.74,77.84,3.0,5.0,4.0,0
O=C(O)Cc1ccccc1,136.15,1.31,37.3,1.0,1.0,2.0,0
CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1,557.53,4.85,72.08,0.0,5.0,6.0,0
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,296.39,2.32,75.27,2.0,3.0,3.0,0
COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,533.64,4.5,61.8,0.0,6.0,6.0,0
CCOC(=O)CN1CCN(C[C@@H]2CN(c3ccc(C(=N)NC(=O)OC)cc3)C(=O)O2)CC1,447.49,0.87,124.5,2.0,9.0,7.0,0
NCc1ccccc1Sc1ccccc1CO,245.35,2.79,46.25,2.0,3.0,4.0,0
Nc1nc2c(Cc3cccnc3)c[nH]c2c(=O)[nH]1,241.25,0.82,100.45,3.0,4.0,2.0,0
O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12,464.61,2.9,108.75,3.0,8.0,13.0,0
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O,616.84,5.75,130.36,3.0,8.0,15.0,0
CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1,319.45,2.76,53.6,2.0,3.0,8.0,0
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,383.47,3.02,44.81,1.0,4.0,6.0,0
CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,808.98,1.97,227.85,8.0,8.0,11.0,0
O=C1NS(=O)(=O)c2ccccc21,183.19,0.12,63.24,1.0,3.0,0.0,0
Oc1cccc2cccnc12,145.16,1.94,33.12,1.0,2.0,0.0,0
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cc(Cl)cc3c2OCCO3)CC1,492.0,2.86,79.39,0.0,7.0,6.0,0
CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,396.49,4.28,73.43,0.0,6.0,10.0,0
COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1F,371.26,3.33,55.4,1.0,3.0,4.0,0
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,425.53,3.7,43.86,0.0,4.0,5.0,0
c1ccc2c(c1)ncc1ncnnc12,182.19,1.57,51.56,0.0,4.0,0.0,0
O=C(O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,390.52,3.32,97.99,4.0,4.0,12.0,0
Oc1noc2c1CCNC2,140.14,0.03,58.29,2.0,4.0,0.0,0
NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,279.23,-0.5,110.52,3.0,4.0,1.0,0
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,328.43,1.17,75.71,1.0,5.0,8.0,0
CCCCCCCCCCCCCCCC(=O)O,256.43,5.55,37.3,1.0,1.0,14.0,0
Cc1cc(-c2ccccc2)n[n+](CCCC(=O)O)c1N,272.33,1.79,80.09,2.0,3.0,5.0,0
O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,494.07,4.01,57.53,2.0,2.0,4.0,0
CCC(=O)Nc1ccc(O)cc1,165.19,1.74,49.33,2.0,2.0,2.0,0
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,307.42,4.95,12.47,0.0,2.0,2.0,0
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,356.23,0.4,103.7,3.0,5.0,6.0,0
O=CNNc1nc(-c2ccc([N+](=O)[O-])o2)cs1,254.23,1.38,110.3,2.0,7.0,5.0,0
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,212.3,3.13,52.04,2.0,2.0,1.0,0
CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccc(O)cc2)cc1,421.97,6.27,32.7,1.0,3.0,9.0,0
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,247.14,0.52,116.95,3.0,5.0,4.0,0
COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,268.22,2.05,64.21,1.0,4.0,4.0,0
O=C(CCCN1CCCCC1)c1ccc(F)cc1,249.33,3.27,20.31,0.0,2.0,5.0,0
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1.CS(=O)(=O)O,398.42,1.39,134.81,3.0,6.0,7.0,0
O=C1CSC(=O)N1,117.13,-0.03,46.17,1.0,3.0,0.0,0
Cc1nc(NCCCCCCc2ccccc2)nc(C)c1O,299.42,4.01,58.04,2.0,4.0,8.0,0
COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1,385.85,3.98,67.59,1.0,5.0,6.0,0
CCOC(=O)Oc1ccc(/C=C/C=C/C(=O)NCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1OC,584.71,6.19,86.33,1.0,7.0,13.0,0
O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1,371.43,4.52,37.38,0.0,3.0,7.0,0
CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1,466.56,3.03,76.26,0.0,7.0,8.0,0
CC(O)Cn1c(=O)c2c(ncn2C)n(C)c1=O,238.25,-1.19,82.05,1.0,7.0,2.0,0
CC(=O)CCCCn1cnc2c1c(=O)n(C)c(=O)n2C,278.31,0.19,78.89,0.0,7.0,5.0,0
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(OC(=O)CCC(=O)O)c(C(C)(C)C)c1,616.93,9.97,83.83,2.0,6.0,8.0,0
O=C1c2c(O)cccc2-c2nn(CCNCCO)c3ccc(NCCNCCO)c1c23,425.49,0.53,131.67,6.0,9.0,11.0,0
NCC(CC(=O)O)c1ccccc1,179.22,1.2,63.32,2.0,2.0,4.0,0
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,256.3,3.58,38.69,1.0,3.0,4.0,0
CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,304.39,3.15,69.04,1.0,6.0,7.0,0
CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,371.43,2.95,66.02,1.0,6.0,5.0,0
O=C(O)c1cc(=O)c2ccccc2o1,190.15,1.49,67.51,1.0,3.0,1.0,0
COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,345.44,2.58,59.95,2.0,5.0,10.0,0
CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,321.38,1.81,114.5,3.0,5.0,9.0,0
CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O,610.71,0.83,189.8,6.0,6.0,7.0,0
CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,369.5,4.02,58.56,2.0,4.0,11.0,0
NC(=O)N1c2ccccc2CC(O)c2ccccc21,254.29,2.49,66.56,2.0,2.0,0.0,0
CCNCC(O)c1cccc(O)c1,181.24,1.04,52.49,3.0,3.0,4.0,0
O=C(Nc1ccccc1)c1ccccc1O,213.24,2.64,49.33,2.0,2.0,2.0,0
[Cl-].[Cl-].c1ccc(-c2nn(-c3ccccc3)[n+](-c3ccc(-c4ccc(-[n+]5nc(-c6ccccc6)nn5-c5ccccc5)cc4)cc3)n2)cc1,596.7,6.4,69.18,0.0,6.0,7.0,0
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,370.92,4.79,23.55,0.0,2.0,5.0,0
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,310.75,3.36,58.28,3.0,3.0,3.0,0
CCCCc1nc(CCCC)n(Cc2ccc(-c3ccccc3-c3nnn[nH]3)nc2)n1,416.53,4.25,98.06,1.0,7.0,10.0,0
CCC1(c2cccc(O)c2)CCCCN(C)C1,233.35,3.16,23.47,1.0,2.0,2.0,0
Oc1c(I)cc(I)c2cccnc12,396.95,3.15,33.12,1.0,2.0,0.0,0
N#Cc1ccccc1OCC(O)CNCCNC(=O)Cc1ccc(O)cc1,369.42,0.95,114.61,4.0,6.0,10.0,0
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,418.97,5.78,23.55,0.0,3.0,7.0,0
Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,372.43,4.21,118.95,4.0,5.0,2.0,0
Cc1ncsc1CCCl,161.66,2.23,12.89,0.0,2.0,2.0,0
NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,254.29,2.49,66.56,2.0,2.0,0.0,0
c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,262.36,2.99,24.39,1.0,2.0,3.0,0
